fecha,hora,temperatura
20/06/2019,20:20:12,33.94
20/06/2019,20:20:14,33.94
20/06/2019,20:20:16,33.94
20/06/2019,20:20:18,33.94
20/06/2019,20:20:20,33.94
20/06/2019,20:20:22,33.94
20/06/2019,20:20:24,33.94
20/06/2019,20:20:26,33.94
20/06/2019,20:20:28,33.94
20/06/2019,20:20:30,33.94
20/06/2019,20:20:32,33.94
20/06/2019,20:20:34,33.94
20/06/2019,20:20:36,33.94
20/06/2019,20:20:38,33.94
20/06/2019,20:20:40,33.94
20/06/2019,20:20:42,33.94
20/06/2019,20:20:44,33.94
20/06/2019,20:20:46,33.94
20/06/2019,20:20:48,33.94
20/06/2019,20:20:50,33.94
20/06/2019,20:20:52,33.94
20/06/2019,20:20:54,33.94
20/06/2019,20:20:56,33.94
20/06/2019,20:20:58,33.94
20/06/2019,20:21:00,33.94
20/06/2019,20:21:02,33.94
20/06/2019,20:21:04,33.94
20/06/2019,20:21:06,33.94
20/06/2019,20:21:08,33.94
20/06/2019,20:21:10,33.94
20/06/2019,20:21:12,33.94
20/06/2019,20:21:14,33.94
20/06/2019,20:21:16,33.94
20/06/2019,20:21:18,33.94
20/06/2019,20:21:20,33.94
20/06/2019,20:21:22,33.94
20/06/2019,20:21:24,33.94
20/06/2019,20:21:26,33.94
20/06/2019,20:21:28,33.94
20/06/2019,20:21:30,33.94
20/06/2019,20:21:32,33.94
20/06/2019,20:21:34,33.94
20/06/2019,20:21:36,33.94
20/06/2019,20:21:38,33.94
20/06/2019,20:21:40,33.94
20/06/2019,20:21:42,33.94
20/06/2019,20:21:44,33.94
20/06/2019,20:21:46,33.94
20/06/2019,20:21:48,33.94
20/06/2019,20:21:50,33.94
20/06/2019,20:21:52,33.94
20/06/2019,20:21:54,33.94
20/06/2019,20:21:56,33.94
20/06/2019,20:21:58,33.94
20/06/2019,20:22:00,33.94
20/06/2019,20:22:02,33.94
20/06/2019,20:22:04,33.94
20/06/2019,20:22:06,33.94
20/06/2019,20:22:08,33.94
20/06/2019,20:22:10,33.94
20/06/2019,20:22:12,33.94
20/06/2019,20:22:14,33.94
20/06/2019,20:22:16,33.94
20/06/2019,20:22:18,33.94
20/06/2019,20:22:20,33.94
20/06/2019,20:22:22,33.94
20/06/2019,20:22:24,33.94
20/06/2019,20:22:26,33.94
20/06/2019,20:22:28,33.94
20/06/2019,20:22:30,33.94
20/06/2019,20:22:32,33.94
20/06/2019,20:22:34,33.88
20/06/2019,20:22:36,33.94
20/06/2019,20:22:38,33.94
20/06/2019,20:22:40,33.94
20/06/2019,20:22:42,33.94
20/06/2019,20:22:44,33.94
20/06/2019,20:22:46,33.94
20/06/2019,20:22:48,33.94
20/06/2019,20:22:50,33.94
20/06/2019,20:22:52,33.94
20/06/2019,20:22:54,33.94
20/06/2019,20:22:56,33.94
20/06/2019,20:22:58,33.94
20/06/2019,20:23:00,33.94
20/06/2019,20:23:02,33.94
20/06/2019,20:23:04,33.94
20/06/2019,20:23:06,33.94
20/06/2019,20:23:08,33.88
20/06/2019,20:23:10,33.94
20/06/2019,20:23:12,33.94
20/06/2019,20:23:14,33.94
20/06/2019,20:23:16,33.94
20/06/2019,20:23:18,33.94
20/06/2019,20:23:20,33.94
20/06/2019,20:23:22,33.94
20/06/2019,20:23:24,33.94
20/06/2019,20:23:26,33.94
20/06/2019,20:23:28,33.94
20/06/2019,20:23:30,33.94
20/06/2019,20:23:32,33.94
20/06/2019,20:23:34,33.94
20/06/2019,20:23:36,33.94
20/06/2019,20:23:38,33.94
20/06/2019,20:23:40,33.94
20/06/2019,20:23:42,33.94
20/06/2019,20:23:44,33.94
20/06/2019,20:23:46,33.94
20/06/2019,20:23:48,33.94
20/06/2019,20:23:50,33.88
20/06/2019,20:23:52,33.94
20/06/2019,20:23:54,33.94
20/06/2019,20:23:56,33.88
20/06/2019,20:23:58,33.94
20/06/2019,20:24:00,33.88
20/06/2019,20:24:02,33.88
20/06/2019,20:24:04,33.94
20/06/2019,20:24:06,33.88
20/06/2019,20:24:08,33.88
20/06/2019,20:24:10,33.94
20/06/2019,20:24:12,33.94
20/06/2019,20:24:14,33.88
20/06/2019,20:24:16,33.94
20/06/2019,20:24:18,33.88
20/06/2019,20:24:20,33.94
20/06/2019,20:24:22,33.94
20/06/2019,20:24:24,33.88
20/06/2019,20:24:26,33.88
20/06/2019,20:24:28,33.88
20/06/2019,20:24:30,33.88
20/06/2019,20:24:32,33.88
20/06/2019,20:24:34,33.88
20/06/2019,20:24:36,33.88
20/06/2019,20:24:38,33.88
20/06/2019,20:24:40,33.88
20/06/2019,20:24:42,33.88
20/06/2019,20:24:44,33.88
20/06/2019,20:24:46,33.88
20/06/2019,20:24:48,33.88
20/06/2019,20:24:50,33.88
20/06/2019,20:24:52,33.88
20/06/2019,20:24:54,33.88
20/06/2019,20:24:56,33.88
20/06/2019,20:24:58,33.88
20/06/2019,20:25:00,33.88
20/06/2019,20:25:02,33.88
20/06/2019,20:25:04,33.88
20/06/2019,20:25:06,33.88
20/06/2019,20:25:08,33.88
20/06/2019,20:25:10,33.88
20/06/2019,20:25:12,33.88
20/06/2019,20:25:14,33.88
20/06/2019,20:25:16,33.88
20/06/2019,20:25:18,33.88
20/06/2019,20:25:20,33.88
20/06/2019,20:25:22,33.88
20/06/2019,20:25:24,33.88
20/06/2019,20:25:26,33.88
20/06/2019,20:25:28,33.88
20/06/2019,20:25:30,33.88
20/06/2019,20:25:32,33.88
20/06/2019,20:25:34,33.88
20/06/2019,20:25:36,33.88
20/06/2019,20:25:38,33.88
20/06/2019,20:25:40,33.88
20/06/2019,20:25:42,33.88
20/06/2019,20:25:44,33.88
20/06/2019,20:25:46,33.88
20/06/2019,20:25:48,33.88
20/06/2019,20:25:50,33.88
20/06/2019,20:25:52,33.88
20/06/2019,20:25:54,33.88
20/06/2019,20:25:56,33.88
20/06/2019,20:25:58,33.88
20/06/2019,20:26:00,33.88
20/06/2019,20:26:02,33.88
20/06/2019,20:26:04,33.88
20/06/2019,20:26:06,33.88
20/06/2019,20:26:08,33.88
20/06/2019,20:26:10,33.88
20/06/2019,20:26:12,33.88
20/06/2019,20:26:14,33.88
20/06/2019,20:26:16,33.88
20/06/2019,20:26:18,33.88
20/06/2019,20:26:20,33.88
20/06/2019,20:26:22,33.88
20/06/2019,20:26:24,33.88
20/06/2019,20:26:26,33.88
20/06/2019,20:26:28,33.88
20/06/2019,20:26:30,33.88
20/06/2019,20:26:32,33.88
20/06/2019,20:26:34,33.88
20/06/2019,20:26:36,33.88
20/06/2019,20:26:38,33.88
20/06/2019,20:26:40,33.88
20/06/2019,20:26:42,33.88
20/06/2019,20:26:44,33.88
20/06/2019,20:26:46,33.88
20/06/2019,20:26:48,33.88
20/06/2019,20:26:50,33.88
20/06/2019,20:26:52,33.88
20/06/2019,20:26:54,33.88
20/06/2019,20:26:56,33.88
20/06/2019,20:26:58,33.88
20/06/2019,20:27:00,33.81
20/06/2019,20:27:02,33.88
20/06/2019,20:27:04,33.88
20/06/2019,20:27:06,33.81
20/06/2019,20:27:08,33.88
20/06/2019,20:27:10,33.88
20/06/2019,20:27:12,33.88
20/06/2019,20:27:14,33.81
20/06/2019,20:27:16,33.81
20/06/2019,20:27:18,33.88
20/06/2019,20:27:20,33.88
20/06/2019,20:27:22,33.88
20/06/2019,20:27:24,33.88
20/06/2019,20:27:26,33.88
20/06/2019,20:27:28,33.81
20/06/2019,20:27:30,33.88
20/06/2019,20:27:32,33.81
20/06/2019,20:27:34,33.81
20/06/2019,20:27:36,33.88
20/06/2019,20:27:38,33.88
20/06/2019,20:27:40,33.88
20/06/2019,20:27:42,33.81
20/06/2019,20:27:44,33.81
20/06/2019,20:27:46,33.81
20/06/2019,20:27:48,33.81
20/06/2019,20:27:50,33.81
20/06/2019,20:27:52,33.88
20/06/2019,20:27:54,33.81
20/06/2019,20:27:56,33.81
20/06/2019,20:27:58,33.88
20/06/2019,20:28:00,33.81
20/06/2019,20:28:02,33.81
20/06/2019,20:28:04,33.81
20/06/2019,20:28:06,33.81
20/06/2019,20:28:08,33.81
20/06/2019,20:28:10,33.81
20/06/2019,20:28:12,33.81
20/06/2019,20:28:14,33.81
20/06/2019,20:28:16,33.81
20/06/2019,20:28:18,33.81
20/06/2019,20:28:20,33.81
20/06/2019,20:28:22,33.81
20/06/2019,20:28:24,33.81
20/06/2019,20:28:26,33.81
20/06/2019,20:28:28,33.81
20/06/2019,20:28:30,33.81
20/06/2019,20:28:32,33.81
20/06/2019,20:28:34,33.81
20/06/2019,20:28:36,33.81
20/06/2019,20:28:38,33.81
20/06/2019,20:28:40,33.81
20/06/2019,20:28:42,33.81
20/06/2019,20:28:44,33.81
20/06/2019,20:28:46,33.81
20/06/2019,20:28:48,33.81
20/06/2019,20:28:50,33.81
20/06/2019,20:28:52,33.81
20/06/2019,20:28:54,33.81
20/06/2019,20:28:56,33.75
20/06/2019,20:28:58,33.81
20/06/2019,20:29:00,33.81
20/06/2019,20:29:02,33.81
20/06/2019,20:29:04,33.81
20/06/2019,20:29:06,33.81
20/06/2019,20:29:08,33.81
20/06/2019,20:29:10,33.81
20/06/2019,20:29:12,33.81
20/06/2019,20:29:14,33.81
20/06/2019,20:29:16,33.75
20/06/2019,20:29:18,33.75
20/06/2019,20:29:20,33.75
20/06/2019,20:29:22,33.75
20/06/2019,20:29:24,33.75
20/06/2019,20:29:26,33.75
20/06/2019,20:29:28,33.75
20/06/2019,20:29:30,33.75
20/06/2019,20:29:32,33.75
20/06/2019,20:29:34,33.75
20/06/2019,20:29:36,33.75
20/06/2019,20:29:38,33.75
20/06/2019,20:29:40,33.75
20/06/2019,20:29:42,33.75
20/06/2019,20:29:44,33.75
20/06/2019,20:29:46,33.75
20/06/2019,20:29:48,33.75
20/06/2019,20:29:50,33.75
20/06/2019,20:29:52,33.75
20/06/2019,20:29:54,33.75
20/06/2019,20:29:56,33.75
20/06/2019,20:29:58,33.75
20/06/2019,20:30:00,33.75
20/06/2019,20:30:02,33.75
20/06/2019,20:30:04,33.75
20/06/2019,20:30:06,33.75
20/06/2019,20:30:08,33.75
20/06/2019,20:30:10,33.75
20/06/2019,20:30:12,33.81
20/06/2019,20:30:14,33.75
20/06/2019,20:30:16,33.81
20/06/2019,20:30:18,33.81
20/06/2019,20:30:20,33.81
20/06/2019,20:30:22,33.81
20/06/2019,20:30:24,33.81
20/06/2019,20:30:26,33.75
20/06/2019,20:30:28,33.81
20/06/2019,20:30:30,33.81
20/06/2019,20:30:32,33.81
20/06/2019,20:30:34,33.81
20/06/2019,20:30:36,33.81
20/06/2019,20:30:38,33.81
20/06/2019,20:30:40,33.81
20/06/2019,20:30:42,33.81
20/06/2019,20:30:44,33.81
20/06/2019,20:30:46,33.81
20/06/2019,20:30:48,33.81
20/06/2019,20:30:50,33.81
20/06/2019,20:30:52,33.81
20/06/2019,20:30:54,33.81
20/06/2019,20:30:56,33.81
20/06/2019,20:30:58,33.81
20/06/2019,20:31:00,33.81
20/06/2019,20:31:02,33.81
20/06/2019,20:31:04,33.81
20/06/2019,20:31:06,33.81
20/06/2019,20:31:08,33.81
20/06/2019,20:31:10,33.81
20/06/2019,20:31:12,33.81
20/06/2019,20:31:14,33.81
20/06/2019,20:31:16,33.81
20/06/2019,20:31:18,33.81
20/06/2019,20:31:20,33.81
20/06/2019,20:31:22,33.81
20/06/2019,20:31:24,33.81
20/06/2019,20:31:26,33.81
20/06/2019,20:31:28,33.81
20/06/2019,20:31:30,33.81
20/06/2019,20:31:32,33.75
20/06/2019,20:31:34,33.81
20/06/2019,20:31:36,33.75
20/06/2019,20:31:38,33.75
20/06/2019,20:31:40,33.75
20/06/2019,20:31:42,33.75
20/06/2019,20:31:44,33.75
20/06/2019,20:31:46,33.75
20/06/2019,20:31:48,33.75
20/06/2019,20:31:50,33.75
20/06/2019,20:31:52,33.75
20/06/2019,20:31:54,33.75
20/06/2019,20:31:56,33.75
20/06/2019,20:31:58,33.75
20/06/2019,20:32:00,33.75
20/06/2019,20:32:02,33.75
20/06/2019,20:32:04,33.75
20/06/2019,20:32:06,33.75
20/06/2019,20:32:08,33.75
20/06/2019,20:32:10,33.75
20/06/2019,20:32:12,33.75
20/06/2019,20:32:14,33.75
20/06/2019,20:32:16,33.75
20/06/2019,20:32:18,33.75
20/06/2019,20:32:20,33.75
20/06/2019,20:32:22,33.75
20/06/2019,20:32:24,33.75
20/06/2019,20:32:26,33.75
20/06/2019,20:32:28,33.75
20/06/2019,20:32:30,33.75
20/06/2019,20:32:32,33.75
20/06/2019,20:32:34,33.81
20/06/2019,20:32:36,33.81
20/06/2019,20:32:38,33.81
20/06/2019,20:32:40,33.81
20/06/2019,20:32:42,33.81
20/06/2019,20:32:44,33.81
20/06/2019,20:32:46,33.81
20/06/2019,20:32:48,33.81
20/06/2019,20:32:50,33.81
20/06/2019,20:32:52,33.81
20/06/2019,20:32:54,33.81
20/06/2019,20:32:56,33.81
20/06/2019,20:32:58,33.81
20/06/2019,20:33:00,33.81
20/06/2019,20:33:02,33.81
20/06/2019,20:33:04,33.81
20/06/2019,20:33:06,33.81
20/06/2019,20:33:08,33.81
20/06/2019,20:33:10,33.81
20/06/2019,20:33:12,33.75
20/06/2019,20:33:14,33.75
20/06/2019,20:33:16,33.81
20/06/2019,20:33:18,33.75
20/06/2019,20:33:20,33.75
20/06/2019,20:33:22,33.75
20/06/2019,20:33:24,33.75
20/06/2019,20:33:26,33.75
20/06/2019,20:33:28,33.75
20/06/2019,20:33:30,33.75
20/06/2019,20:33:32,33.75
20/06/2019,20:33:34,33.75
20/06/2019,20:33:36,33.75
20/06/2019,20:33:38,33.75
20/06/2019,20:33:40,33.75
20/06/2019,20:33:42,33.75
20/06/2019,20:33:44,33.75
20/06/2019,20:33:46,33.75
20/06/2019,20:33:48,33.75
20/06/2019,20:33:50,33.75
20/06/2019,20:33:52,33.75
20/06/2019,20:33:54,33.75
20/06/2019,20:33:56,33.75
20/06/2019,20:33:58,33.75
20/06/2019,20:34:00,33.75
20/06/2019,20:34:02,33.75
20/06/2019,20:34:04,33.75
20/06/2019,20:34:06,33.75
20/06/2019,20:34:08,33.75
20/06/2019,20:34:10,33.69
20/06/2019,20:34:12,33.69
20/06/2019,20:34:14,33.75
20/06/2019,20:34:16,33.75
20/06/2019,20:34:18,33.75
20/06/2019,20:34:20,33.75
20/06/2019,20:34:22,33.75
20/06/2019,20:34:24,33.75
20/06/2019,20:34:26,33.75
20/06/2019,20:34:28,33.75
20/06/2019,20:34:30,33.69
20/06/2019,20:34:32,33.75
20/06/2019,20:34:34,33.75
20/06/2019,20:34:36,33.69
20/06/2019,20:34:38,33.75
20/06/2019,20:34:40,33.75
20/06/2019,20:34:42,33.75
20/06/2019,20:34:44,33.69
20/06/2019,20:34:46,33.75
20/06/2019,20:34:48,33.69
20/06/2019,20:34:50,33.69
20/06/2019,20:34:52,33.69
20/06/2019,20:34:54,33.75
20/06/2019,20:34:56,33.69
20/06/2019,20:34:58,33.69
20/06/2019,20:35:00,33.75
20/06/2019,20:35:02,33.69
20/06/2019,20:35:04,33.69
20/06/2019,20:35:06,33.75
20/06/2019,20:35:08,33.75
20/06/2019,20:35:10,33.69
20/06/2019,20:35:12,33.69
20/06/2019,20:35:14,33.69
20/06/2019,20:35:16,33.69
20/06/2019,20:35:18,33.69
20/06/2019,20:35:20,33.75
20/06/2019,20:35:22,33.69
20/06/2019,20:35:24,33.69
20/06/2019,20:35:26,33.75
20/06/2019,20:35:28,33.75
20/06/2019,20:35:30,33.75
20/06/2019,20:35:32,33.75
20/06/2019,20:35:34,33.69
20/06/2019,20:35:36,33.75
20/06/2019,20:35:38,33.75
20/06/2019,20:35:40,33.75
20/06/2019,20:35:42,33.75
20/06/2019,20:35:44,33.75
20/06/2019,20:35:46,33.75
20/06/2019,20:35:48,33.75
20/06/2019,20:35:50,33.75
20/06/2019,20:35:52,33.75
20/06/2019,20:35:54,33.75
20/06/2019,20:35:56,33.75
20/06/2019,20:35:58,33.75
20/06/2019,20:36:00,33.75
20/06/2019,20:36:02,33.75
20/06/2019,20:36:04,33.75
20/06/2019,20:36:06,33.75
20/06/2019,20:36:08,33.75
20/06/2019,20:36:10,33.75
20/06/2019,20:36:12,33.75
20/06/2019,20:36:14,33.75
20/06/2019,20:36:16,33.75
20/06/2019,20:36:18,33.75
20/06/2019,20:36:20,33.75
20/06/2019,20:36:22,33.75
20/06/2019,20:36:24,33.75
20/06/2019,20:36:26,33.75
20/06/2019,20:36:28,33.75
20/06/2019,20:36:30,33.75
20/06/2019,20:36:32,33.75
20/06/2019,20:36:34,33.75
20/06/2019,20:36:36,33.75
20/06/2019,20:36:38,33.75
20/06/2019,20:36:40,33.75
20/06/2019,20:36:42,33.75
20/06/2019,20:36:44,33.75
20/06/2019,20:36:46,33.75
20/06/2019,20:36:48,33.75
20/06/2019,20:36:50,33.75
20/06/2019,20:36:52,33.75
20/06/2019,20:36:54,33.75
20/06/2019,20:36:56,33.75
20/06/2019,20:36:58,33.75
20/06/2019,20:37:00,33.75
20/06/2019,20:37:02,33.75
20/06/2019,20:37:04,33.75
20/06/2019,20:37:06,33.75
20/06/2019,20:37:08,33.75
20/06/2019,20:37:10,33.75
20/06/2019,20:37:12,33.75
20/06/2019,20:37:14,33.75
20/06/2019,20:37:16,33.75
20/06/2019,20:37:18,33.75
20/06/2019,20:37:20,33.75
20/06/2019,20:37:22,33.75
20/06/2019,20:37:24,33.75
20/06/2019,20:37:26,33.75
20/06/2019,20:37:28,33.75
20/06/2019,20:37:30,33.69
20/06/2019,20:37:32,33.75
20/06/2019,20:37:34,33.75
20/06/2019,20:37:36,33.75
20/06/2019,20:37:38,33.69
20/06/2019,20:37:40,33.69
20/06/2019,20:37:42,33.69
20/06/2019,20:37:44,33.69
20/06/2019,20:37:46,33.69
20/06/2019,20:37:48,33.69
20/06/2019,20:37:50,33.69
20/06/2019,20:37:52,33.69
20/06/2019,20:37:54,33.69
20/06/2019,20:37:56,33.69
20/06/2019,20:37:58,33.69
20/06/2019,20:38:00,33.69
20/06/2019,20:38:02,33.69
20/06/2019,20:38:04,33.69
20/06/2019,20:38:06,33.69
20/06/2019,20:38:08,33.69
20/06/2019,20:38:10,33.69
20/06/2019,20:38:12,33.69
20/06/2019,20:38:14,33.69
20/06/2019,20:38:16,33.63
20/06/2019,20:38:18,33.63
20/06/2019,20:38:20,33.63
20/06/2019,20:38:22,33.63
20/06/2019,20:38:24,33.63
20/06/2019,20:38:26,33.63
20/06/2019,20:38:28,33.63
20/06/2019,20:38:30,33.63
20/06/2019,20:38:32,33.63
20/06/2019,20:38:34,33.63
20/06/2019,20:38:36,33.63
20/06/2019,20:38:38,33.63
20/06/2019,20:38:40,33.63
20/06/2019,20:38:42,33.63
20/06/2019,20:38:44,33.63
20/06/2019,20:38:46,33.63
20/06/2019,20:38:48,33.63
20/06/2019,20:38:50,33.63
20/06/2019,20:38:52,33.63
20/06/2019,20:38:54,33.69
20/06/2019,20:38:56,33.69
20/06/2019,20:38:58,33.63
20/06/2019,20:39:00,33.63
20/06/2019,20:39:02,33.63
20/06/2019,20:39:04,33.63
20/06/2019,20:39:06,33.69
20/06/2019,20:39:08,33.69
20/06/2019,20:39:10,33.69
20/06/2019,20:39:12,33.69
20/06/2019,20:39:14,33.69
20/06/2019,20:39:16,33.69
20/06/2019,20:39:18,33.69
20/06/2019,20:39:20,33.69
20/06/2019,20:39:22,33.63
20/06/2019,20:39:24,33.69
20/06/2019,20:39:26,33.69
20/06/2019,20:39:28,33.69
20/06/2019,20:39:30,33.69
20/06/2019,20:39:32,33.69
20/06/2019,20:39:34,33.69
20/06/2019,20:39:36,33.69
20/06/2019,20:39:38,33.69
20/06/2019,20:39:40,33.69
20/06/2019,20:39:42,33.69
20/06/2019,20:39:44,33.69
20/06/2019,20:39:46,33.69
20/06/2019,20:39:48,33.69
20/06/2019,20:39:50,33.69
20/06/2019,20:39:52,33.69
20/06/2019,20:39:54,33.69
20/06/2019,20:39:56,33.69
20/06/2019,20:39:58,33.69
20/06/2019,20:40:00,33.69
20/06/2019,20:40:02,33.69
20/06/2019,20:40:04,33.69
20/06/2019,20:40:06,33.69
20/06/2019,20:40:08,33.69
20/06/2019,20:40:10,33.69
20/06/2019,20:40:12,33.69
20/06/2019,20:40:14,33.69
20/06/2019,20:40:16,33.69
20/06/2019,20:40:18,33.69
20/06/2019,20:40:20,33.69
20/06/2019,20:40:22,33.69
20/06/2019,20:40:24,33.69
20/06/2019,20:40:26,33.69
20/06/2019,20:40:28,33.69
20/06/2019,20:40:30,33.69
20/06/2019,20:40:32,33.69
20/06/2019,20:40:34,33.69
20/06/2019,20:40:36,33.69
20/06/2019,20:40:38,33.69
20/06/2019,20:40:40,33.69
20/06/2019,20:40:42,33.69
20/06/2019,20:40:44,33.69
20/06/2019,20:40:46,33.69
20/06/2019,20:40:48,33.69
20/06/2019,20:40:50,33.69
20/06/2019,20:40:52,33.69
20/06/2019,20:40:54,33.69
20/06/2019,20:40:56,33.69
20/06/2019,20:40:58,33.69
20/06/2019,20:41:00,33.69
20/06/2019,20:41:02,33.69
20/06/2019,20:41:04,33.69
20/06/2019,20:41:06,33.69
20/06/2019,20:41:08,33.69
20/06/2019,20:41:10,33.69
20/06/2019,20:41:12,33.69
20/06/2019,20:41:14,33.69
20/06/2019,20:41:16,33.69
20/06/2019,20:41:18,33.69
20/06/2019,20:41:20,33.69
20/06/2019,20:41:22,33.69
20/06/2019,20:41:24,33.69
20/06/2019,20:41:26,33.69
20/06/2019,20:41:28,33.69
20/06/2019,20:41:30,33.69
20/06/2019,20:41:32,33.69
20/06/2019,20:41:34,33.69
20/06/2019,20:41:36,33.69
20/06/2019,20:41:38,33.69
20/06/2019,20:41:40,33.69
20/06/2019,20:41:42,33.69
20/06/2019,20:41:44,33.69
20/06/2019,20:41:46,33.69
20/06/2019,20:41:48,33.69
20/06/2019,20:41:50,33.63
20/06/2019,20:41:52,33.69
20/06/2019,20:41:54,33.69
20/06/2019,20:41:56,33.63
20/06/2019,20:41:58,33.63
20/06/2019,20:42:00,33.69
20/06/2019,20:42:02,33.69
20/06/2019,20:42:04,33.63
20/06/2019,20:42:06,33.63
20/06/2019,20:42:08,33.63
20/06/2019,20:42:10,33.69
20/06/2019,20:42:12,33.63
20/06/2019,20:42:14,33.63
20/06/2019,20:42:16,33.63
20/06/2019,20:42:18,33.63
20/06/2019,20:42:20,33.63
20/06/2019,20:42:22,33.63
20/06/2019,20:42:24,33.63
20/06/2019,20:42:26,33.63
20/06/2019,20:42:28,33.63
20/06/2019,20:42:30,33.63
20/06/2019,20:42:32,33.63
20/06/2019,20:42:34,33.63
20/06/2019,20:42:36,33.63
20/06/2019,20:42:38,33.63
20/06/2019,20:42:40,33.63
20/06/2019,20:42:42,33.63
20/06/2019,20:42:44,33.63
20/06/2019,20:42:46,33.63
20/06/2019,20:42:48,33.63
20/06/2019,20:42:50,33.63
20/06/2019,20:42:52,33.63
20/06/2019,20:42:54,33.63
20/06/2019,20:42:56,33.63
20/06/2019,20:42:58,33.56
20/06/2019,20:43:00,33.63
20/06/2019,20:43:02,33.56
20/06/2019,20:43:04,33.63
20/06/2019,20:43:06,33.63
20/06/2019,20:43:08,33.63
20/06/2019,20:43:10,33.63
20/06/2019,20:43:12,33.63
20/06/2019,20:43:14,33.63
20/06/2019,20:43:16,33.63
20/06/2019,20:43:18,33.63
20/06/2019,20:43:20,33.63
20/06/2019,20:43:22,33.63
20/06/2019,20:43:24,33.63
20/06/2019,20:43:26,33.63
20/06/2019,20:43:28,33.63
20/06/2019,20:43:30,33.63
20/06/2019,20:43:32,33.63
20/06/2019,20:43:34,33.63
20/06/2019,20:43:36,33.63
20/06/2019,20:43:38,33.63
20/06/2019,20:43:40,33.63
20/06/2019,20:43:42,33.63
20/06/2019,20:43:44,33.63
20/06/2019,20:43:46,33.63
20/06/2019,20:43:48,33.63
20/06/2019,20:43:50,33.63
20/06/2019,20:43:52,33.63
20/06/2019,20:43:54,33.63
20/06/2019,20:43:56,33.63
20/06/2019,20:43:58,33.63
20/06/2019,20:44:00,33.63
20/06/2019,20:44:02,33.63
20/06/2019,20:44:04,33.63
20/06/2019,20:44:06,33.63
20/06/2019,20:44:08,33.56
20/06/2019,20:44:10,33.56
20/06/2019,20:44:12,33.56
20/06/2019,20:44:14,33.56
20/06/2019,20:44:16,33.56
20/06/2019,20:44:18,33.56
20/06/2019,20:44:20,33.56
20/06/2019,20:44:22,33.56
20/06/2019,20:44:24,33.63
20/06/2019,20:44:26,33.56
20/06/2019,20:44:28,33.63
20/06/2019,20:44:30,33.56
20/06/2019,20:44:32,33.63
20/06/2019,20:44:34,33.63
20/06/2019,20:44:36,33.63
20/06/2019,20:44:38,33.63
20/06/2019,20:44:40,33.63
20/06/2019,20:44:42,33.63
20/06/2019,20:44:44,33.56
20/06/2019,20:44:46,33.63
20/06/2019,20:44:48,33.63
20/06/2019,20:44:50,33.63
20/06/2019,20:44:52,33.56
20/06/2019,20:44:54,33.56
20/06/2019,20:44:56,33.63
20/06/2019,20:44:58,33.56
20/06/2019,20:45:00,33.56
20/06/2019,20:45:02,33.56
20/06/2019,20:45:04,33.63
20/06/2019,20:45:06,33.63
20/06/2019,20:45:08,33.56
20/06/2019,20:45:10,33.63
20/06/2019,20:45:12,33.56
20/06/2019,20:45:14,33.63
20/06/2019,20:45:16,33.63
20/06/2019,20:45:18,33.63
20/06/2019,20:45:20,33.63
20/06/2019,20:45:22,33.63
20/06/2019,20:45:24,33.56
20/06/2019,20:45:26,33.56
20/06/2019,20:45:28,33.56
20/06/2019,20:45:30,33.56
20/06/2019,20:45:32,33.56
20/06/2019,20:45:34,33.56
20/06/2019,20:45:36,33.56
20/06/2019,20:45:38,33.56
20/06/2019,20:45:40,33.56
20/06/2019,20:45:42,33.56
20/06/2019,20:45:44,33.56
20/06/2019,20:45:46,33.56
20/06/2019,20:45:48,33.56
20/06/2019,20:45:50,33.56
20/06/2019,20:45:52,33.56
20/06/2019,20:45:54,33.56
20/06/2019,20:45:56,33.56
20/06/2019,20:45:58,33.56
20/06/2019,20:46:00,33.56
20/06/2019,20:46:02,33.56
20/06/2019,20:46:04,33.56
20/06/2019,20:46:06,33.56
20/06/2019,20:46:08,33.56
20/06/2019,20:46:10,33.56
20/06/2019,20:46:12,33.56
20/06/2019,20:46:14,33.56
20/06/2019,20:46:16,33.56
20/06/2019,20:46:18,33.56
20/06/2019,20:46:20,33.56
20/06/2019,20:46:22,33.56
20/06/2019,20:46:24,33.56
20/06/2019,20:46:26,33.56
20/06/2019,20:46:28,33.56
20/06/2019,20:46:30,33.56
20/06/2019,20:46:32,33.56
20/06/2019,20:46:34,33.56
20/06/2019,20:46:36,33.56
20/06/2019,20:46:38,33.56
20/06/2019,20:46:40,33.56
20/06/2019,20:46:42,33.56
20/06/2019,20:46:44,33.56
20/06/2019,20:46:46,33.56
20/06/2019,20:46:48,33.56
20/06/2019,20:46:50,33.56
20/06/2019,20:46:52,33.56
20/06/2019,20:46:54,33.56
20/06/2019,20:46:56,33.56
20/06/2019,20:46:58,33.56
20/06/2019,20:47:00,33.56
20/06/2019,20:47:02,33.56
20/06/2019,20:47:04,33.56
20/06/2019,20:47:06,33.56
20/06/2019,20:47:08,33.56
20/06/2019,20:47:10,33.56
20/06/2019,20:47:12,33.56
20/06/2019,20:47:14,33.56
20/06/2019,20:47:16,33.56
20/06/2019,20:47:18,33.56
20/06/2019,20:47:20,33.56
20/06/2019,20:47:22,33.56
20/06/2019,20:47:24,33.56
20/06/2019,20:47:26,33.56
20/06/2019,20:47:28,33.56
20/06/2019,20:47:30,33.56
20/06/2019,20:47:32,33.56
20/06/2019,20:47:34,33.56
